case,prediction
18990,8.17E-03
18991,2.59E-03
18992,2.20E-03
18993,9.00E-02
18994,9.71E-01
18995,3.55E-03
18996,1.82E-03
18997,1.18E-02
18998,4.19E-02
18999,5.02E-03
19000,8.52E-04
19001,4.87E-03
19002,9.25E-04
19003,1.93E-02
19004,2.95E-03
19005,3.36E-03
19006,5.49E-01
19007,9.71E-03
19008,1.87E-03
19009,3.52E-03
19010,1.51E-02
19011,1.02E-01
19012,2.49E-02
19013,1.56E-03
19014,6.34E-03
19015,1.34E-02
19016,9.77E-03
19017,1.15E-03
19018,8.04E-03
19019,1.33E-04
19020,2.02E-01
19021,1.39E-02
19022,1.58E-01
19023,1.56E-03
19024,1.78E-03
19025,7.91E-02
19026,1.56E-03
19027,5.47E-03
19028,6.36E-03
19029,8.32E-03
19030,8.79E-04
19031,9.43E-04
19032,6.53E-03
19033,3.67E-03
19034,2.77E-01
19035,7.93E-03
19036,2.66E-03
19037,1.28E-01
19038,4.46E-02
19039,6.77E-02
19040,5.17E-02
19041,1.14E-03
19042,1.54E-02
19043,4.41E-03
19044,5.00E-03
19045,8.09E-03
19046,9.25E-01
19047,1.72E-01
19048,1.03E-02
19049,9.26E-01
19050,8.43E-03
19051,5.79E-03
19052,2.44E-01
19053,1.44E-02
19054,1.28E-03
19055,1.88E-03
19056,9.49E-03
19057,3.63E-02
19058,8.78E-03
19059,1.62E-02
19060,1.03E-02
19061,1.30E-02
19062,5.34E-03
19063,6.50E-02
19064,3.06E-02
19065,5.13E-03
19066,3.20E-03
19067,2.85E-03
19068,2.70E-01
19069,1.83E-03
19070,3.90E-02
19071,7.56E-02
19072,2.01E-03
19073,4.19E-03
19074,2.06E-03
19075,1.32E-02
19076,5.51E-01
19077,3.15E-03
19078,8.50E-03
19079,2.02E-03
19080,1.02E-02
19081,1.86E-01
19082,1.10E-03
19083,1.52E-03
19084,6.06E-01
19085,1.12E-02
19086,1.35E-03
19087,5.54E-04
19088,2.71E-03
19089,8.61E-03
19090,4.52E-04
19091,1.67E-02
19092,3.18E-03
19093,1.05E-02
19094,3.22E-03
19095,4.75E-03
19096,4.14E-03
19097,2.61E-02
19098,1.24E-02
19099,1.96E-03
19100,6.90E-01
19101,4.94E-03
19102,1.83E-02
19103,3.87E-02
19104,4.90E-02
19105,1.60E-03
19106,5.70E-03
19107,4.05E-03
19108,9.54E-03
19109,8.55E-03
19110,2.24E-02
19111,1.02E-02
19112,7.81E-02
19113,2.13E-02
19114,5.38E-01
19115,2.92E-03
19116,1.21E-02
19117,1.68E-02
19118,5.47E-03
19119,1.51E-02
19120,4.52E-03
19121,1.28E-03
19122,2.41E-02
19123,6.19E-03
19124,5.37E-03
19125,8.28E-03
19126,3.53E-02
19127,1.62E-02
19128,3.42E-03
19129,2.18E-02
19130,4.70E-02
19131,1.57E-03
19132,1.09E-02
19133,2.56E-02
19134,7.85E-02
19135,9.99E-03
19136,4.27E-03
19137,2.47E-03
19138,4.64E-04
19139,3.55E-03
19140,2.17E-02
19141,3.45E-03
19142,2.48E-03
19143,1.34E-02
19144,7.39E-03
19145,1.93E-01
19146,3.11E-03
19147,1.82E-02
19148,1.12E-03
19149,1.99E-01
19150,5.02E-01
19151,3.93E-04
19152,9.49E-04
19153,1.25E-01
19154,6.27E-04
19155,2.22E-03
19156,4.03E-01
19157,1.34E-02
19158,3.52E-03
19159,2.17E-02
19160,9.50E-03
19161,1.24E-01
19162,6.26E-03
19163,1.21E-02
19164,2.93E-02
19165,1.67E-02
19166,1.46E-02
19167,6.96E-03
19168,3.46E-02
19169,2.38E-01
19170,8.37E-02
19171,6.22E-02
19172,1.49E-02
19173,2.18E-03
19174,1.92E-02
19175,5.04E-01
19176,1.27E-02
19177,3.18E-03
19178,6.57E-04
19179,1.55E-03
19180,2.31E-03
19181,9.32E-01
19182,9.98E-01
19183,2.28E-03
19184,9.52E-01
19185,1.36E-02
19186,7.54E-02
19187,5.44E-02
19188,9.90E-01
19189,9.07E-01
19190,5.36E-03
19191,1.87E-03
19192,7.56E-02
19193,9.98E-01
19194,9.96E-01
19195,1.72E-01
19196,1.43E-01
19197,4.44E-03
19198,4.91E-01
19199,9.45E-01
19200,1.69E-01
19201,9.94E-01
19202,4.82E-03
19203,4.21E-03
19204,9.95E-01
19205,9.97E-01
19206,3.34E-01
19207,1.96E-01
19208,2.64E-01
19209,9.59E-01
19210,1.02E-03
19211,9.87E-01
19212,1.48E-02
19213,1.18E-01
19214,1.09E-01
19215,7.97E-02
19216,9.99E-01
19217,9.98E-01
19218,9.79E-01
19219,4.34E-03
19220,1.14E-01
19221,8.72E-01
19222,9.99E-01
19223,9.99E-01
19224,9.52E-01
19225,9.97E-01
19226,4.09E-02
19227,9.98E-01
19228,1.09E-02
19229,6.99E-01
19230,1.16E-01
19231,1.64E-02
19232,8.07E-01
19233,2.09E-01
19234,9.54E-01
19235,9.72E-01
19236,2.18E-03
19237,1.64E-02
19238,2.44E-04
19239,4.10E-03
19240,9.96E-03
19241,8.91E-03
19242,9.99E-01
19243,1.96E-01
19244,7.39E-01
19245,1.24E-03
19246,9.90E-01
19247,2.21E-03
19248,9.79E-01
19249,3.55E-02
19250,9.98E-01
19251,9.98E-01
19252,7.42E-01
19253,1.68E-03
19254,9.99E-01
19255,5.08E-01
19256,6.22E-01
19257,9.95E-01
19258,1.21E-03
19259,9.98E-01
19260,9.79E-01
19261,9.73E-01
19262,1.33E-03
19263,8.47E-01
19264,9.96E-01
19265,7.62E-03
19266,4.05E-02
19267,9.98E-01
19268,9.97E-01
19269,9.93E-01
19270,7.74E-01
19271,4.57E-01
19272,8.61E-01
19273,9.55E-01
19274,9.99E-01
19275,1.71E-02
19276,9.88E-01
19277,9.99E-01
19278,2.64E-01
19279,9.93E-01
19280,6.37E-03
19281,1.54E-03
19282,9.98E-01
19283,9.99E-01
19284,9.55E-01
19285,1.80E-01
19286,9.97E-01
19287,8.51E-01
19288,8.25E-01
19289,1.41E-02
19290,9.96E-01
19291,1.25E-01
19292,9.70E-01
19293,9.99E-01
19294,4.45E-01
19295,7.20E-01
19296,1.12E-02
19297,8.97E-01
19298,2.03E-03
19299,9.65E-01
19300,6.79E-01
19301,1.42E-03
19302,9.87E-01
19303,9.77E-01
19304,9.64E-01
19305,9.66E-01
19306,1.12E-01
19307,4.82E-01
19308,9.93E-01
19309,8.00E-01
19310,9.83E-01
19311,9.59E-01
19312,9.78E-01
19313,9.97E-01
19314,6.41E-02
19315,9.92E-01
19316,1.11E-03
19317,2.52E-01
19318,8.35E-01
19319,3.84E-01
19320,1.35E-01
19321,5.68E-01
19322,3.01E-02
19323,7.28E-02
19324,9.95E-01
19325,1.18E-01
19326,2.96E-01
19327,9.12E-04
19328,9.82E-01
19329,8.83E-01
19330,9.96E-01
19331,9.91E-01
19332,1.31E-01
19333,9.96E-01
19334,9.58E-01
19335,2.53E-02
19336,1.74E-02
19337,9.72E-01
19338,8.72E-01
19339,9.94E-01
19340,1.96E-01
19341,4.07E-01
19342,8.98E-01
19343,1.15E-02
19344,9.99E-01
19345,4.02E-02
19346,1.21E-01
19347,2.46E-03
19348,4.20E-03
19349,9.98E-01
19350,9.93E-01
19351,9.87E-01
19352,9.83E-01
19353,9.80E-01
19354,3.26E-01
19355,1.56E-01
19356,9.95E-01
19357,5.84E-01
19358,4.07E-03
19359,9.98E-01
19360,9.96E-01
19361,8.60E-01
19362,9.98E-01
19363,6.01E-03
19364,9.79E-01
19365,9.97E-01
19366,1.74E-03
19367,6.07E-03
19368,6.75E-01
19369,9.65E-01
19370,9.08E-01
19371,6.82E-01
19372,9.46E-01
19373,9.98E-01
19374,7.07E-03
19375,9.96E-01
19376,1.45E-01
19377,9.54E-01
19378,9.70E-01
19379,2.97E-01
19380,2.82E-01
19381,9.91E-01
19382,9.94E-01
19383,9.99E-01
19384,9.98E-01
19385,9.84E-01
19386,9.97E-01
19387,9.79E-01
19388,9.60E-01
19389,4.25E-01
19390,9.98E-01
19391,2.41E-02
19392,9.78E-01
19393,9.96E-01
19394,9.86E-01
19395,9.94E-01
19396,4.85E-01
19397,9.66E-01
19398,5.48E-01
19399,9.99E-01
19400,9.97E-01
19401,8.08E-01
19402,7.80E-01
19403,5.06E-02
19404,2.24E-02
19405,8.71E-01
19406,3.25E-03
19407,2.02E-01
19408,8.82E-01
19409,2.41E-03
19410,9.93E-01
19411,6.28E-01
19412,9.99E-01
19413,9.99E-01
19414,4.98E-01
19415,9.97E-01
19416,9.97E-01
19417,2.54E-02
19418,9.99E-01
19419,9.98E-01
19420,8.75E-01
19421,2.22E-01
19422,9.50E-01
19423,9.98E-01
19424,8.89E-01
19425,1.25E-02
19426,1.36E-02
19427,9.99E-01
19428,9.95E-01
19429,8.19E-01
19430,7.29E-01
19431,9.50E-01
19432,7.65E-01
19433,2.86E-03
19434,5.47E-02
19435,4.05E-03
19436,1.68E-02
19437,2.25E-01
19438,9.90E-01
19439,9.52E-01
19440,9.89E-01
19441,9.94E-01
19442,9.97E-01
19443,9.99E-01
19444,9.87E-01
19445,8.33E-01
19446,7.11E-01
19447,9.67E-01
19448,4.92E-01
19449,2.08E-01
19450,9.84E-01
19451,1.30E-01
19452,2.91E-02
19453,1.18E-01
19454,9.52E-01
19455,3.50E-03
19456,6.21E-01
19457,9.85E-01
19458,7.86E-01
19459,9.94E-01
19460,9.86E-01
19461,9.03E-01
19462,4.37E-03
19463,6.94E-02
19464,9.96E-01
19465,2.21E-03
19466,9.30E-02
19467,9.99E-01
19468,4.84E-02
19469,1.01E-02
19470,9.98E-01
19471,2.16E-02
19472,1.66E-03
19473,8.68E-01
19474,2.92E-03
19475,8.22E-01
19476,9.96E-04
19477,9.92E-01
19478,9.42E-01
19479,9.99E-01
19480,1.31E-02
19481,9.98E-01
19482,8.68E-01
19483,1.69E-02
19484,6.41E-02
19485,4.82E-04
19486,3.73E-01
19487,5.86E-02
19488,1.91E-03
19489,3.15E-02
19490,3.31E-02
19491,9.94E-01
19492,3.37E-01
19493,1.00E+00
19494,9.97E-01
19495,9.98E-01
19496,9.89E-01
19497,9.88E-01
19498,9.04E-02
19499,2.78E-01
19500,9.80E-04
19501,5.43E-01
19502,1.03E-01
19503,6.06E-02
19504,3.38E-02
19505,7.68E-03
19506,1.16E-03
19507,9.94E-01
19508,5.92E-03
19509,9.99E-01
19510,7.59E-02
19511,8.24E-03
19512,9.93E-01
19513,3.81E-01
19514,2.94E-01
19515,1.15E-02
19516,4.00E-01
19517,1.22E-01
19518,9.93E-01
19519,2.70E-02
19520,1.25E-03
19521,5.57E-04
19522,1.99E-03
19523,1.91E-02
19524,3.33E-03
19525,3.67E-02
19526,7.32E-04
19527,2.25E-02
19528,7.56E-04
19529,9.79E-03
19530,2.15E-03
19531,2.60E-03
19532,2.62E-02
19533,4.20E-03
19534,2.27E-02
19535,6.75E-04
19536,4.38E-03
19537,6.60E-03
19538,6.00E-03
19539,6.55E-03
19540,5.00E-02
19541,9.66E-02
19542,4.92E-02
19543,1.74E-02
19544,7.38E-03
19545,4.73E-03
19546,2.15E-02
19547,1.19E-01
19548,1.06E-01
19549,4.79E-03
19550,1.44E-03
19551,3.52E-01
19552,2.52E-03
19553,6.13E-02
19554,6.92E-01
19555,5.17E-03
19556,1.31E-02
19557,2.12E-01
19558,5.90E-02
19559,3.88E-01
19560,7.64E-03
19561,1.17E-02
19562,5.50E-04
19563,6.78E-02
19564,2.17E-03
19565,1.35E-02
19566,5.63E-03
19567,1.80E-03
19568,4.16E-03
19569,2.16E-02
19570,1.99E-01
19571,2.49E-03
19572,8.67E-03
19573,1.04E-03
19574,1.48E-03
19575,2.50E-02
19576,6.76E-02
19577,3.11E-02
19578,7.48E-02
19579,8.25E-02
19580,4.28E-02
19581,4.07E-03
19582,9.02E-03
19583,6.60E-03
19584,4.43E-02
19585,3.45E-02
19586,1.35E-03
19587,2.68E-02
19588,3.49E-03
19589,2.86E-03
19590,3.54E-03
19591,2.03E-02
19592,2.92E-03
19593,3.13E-03
19594,2.14E-03
19595,3.01E-03
19596,2.51E-03
19597,6.90E-03
19598,2.51E-01
19599,2.23E-02
19600,2.07E-01
19601,8.33E-01
19602,2.05E-03
19603,7.86E-03
19604,6.97E-03
19605,1.85E-03
19606,4.81E-03
19607,3.01E-01
19608,6.62E-02
19609,1.82E-02
19610,1.16E-03
19611,4.36E-03
19612,3.07E-03
19613,5.00E-03
19614,5.84E-03
19615,7.57E-03
19616,3.07E-02
19617,2.36E-04
19618,6.12E-01
19619,9.90E-03
19620,4.07E-01
19621,1.11E-03
19622,2.24E-01
19623,1.48E-02
19624,5.22E-03
19625,5.01E-02
19626,8.70E-04
19627,4.29E-02
19628,3.70E-02
19629,2.06E-02
19630,3.02E-02
19631,9.76E-01
19632,3.04E-01
19633,1.28E-03
19634,4.18E-03
19635,2.45E-02
19636,2.32E-02
19637,8.27E-03
19638,1.34E-01
19639,6.54E-03
19640,4.54E-03
19641,2.88E-01
19642,1.21E-02
19643,2.10E-02
19644,5.22E-02
19645,3.46E-02
19646,2.88E-03
19647,3.91E-03
19648,1.75E-03
19649,4.65E-04
19650,3.27E-01
19651,5.41E-02
19652,2.08E-03
19653,3.17E-02
19654,2.90E-02
19655,1.77E-01
19656,1.62E-02
19657,3.02E-03
19658,5.81E-04
19659,1.12E-03
19660,2.57E-03
19661,1.01E-02
19662,2.17E-01
19663,2.23E-03
19664,1.56E-02
19665,1.92E-01
19666,3.51E-02
19667,6.19E-02
19668,1.06E-03
19669,6.39E-02
19670,2.22E-02
19671,1.38E-03
19672,1.39E-02
19673,2.55E-03
19674,2.02E-03
19675,8.54E-04
19676,7.52E-03
19677,1.98E-01
19678,2.72E-03
19679,1.84E-03
19680,4.16E-03
19681,1.78E-02
19682,1.74E-01
19683,1.92E-01
19684,3.69E-02
19685,1.59E-03
19686,1.88E-02
19687,7.13E-02
19688,3.26E-02
19689,1.72E-02
19690,9.74E-04
19691,2.34E-03
19692,9.99E-03
19693,1.73E-03
19694,1.15E-02
19695,6.49E-03
19696,9.17E-02
19697,1.10E-03
19698,8.19E-01
19699,7.94E-03
19700,7.63E-03
19701,6.42E-02
19702,1.00E-03
19703,4.36E-02
19704,8.88E-03
19705,1.04E-02
19706,2.79E-03
19707,1.23E-01
19708,3.83E-03
19709,1.07E-02
19710,9.94E-01
19711,3.64E-01
19712,9.99E-01
19713,4.68E-03
19714,9.99E-01
19715,1.98E-03
19716,7.65E-01
19717,1.14E-02
19718,9.97E-01
19719,8.08E-02
19720,3.19E-03
19721,6.45E-04
19722,1.24E-03
19723,1.41E-02
19724,4.85E-03
19725,4.36E-01
19726,4.30E-01
19727,1.15E-03
19728,1.90E-02
19729,6.07E-01
19730,3.59E-02
19731,9.54E-01
19732,9.08E-01
19733,3.98E-03
19734,7.81E-03
19735,1.93E-02
19736,1.06E-02
19737,6.09E-01
19738,9.97E-01
19739,5.12E-01
19740,1.06E-01
19741,9.93E-01
19742,9.98E-01
19743,2.16E-02
19744,8.89E-01
19745,9.93E-01
19746,9.99E-01
19747,8.83E-03
19748,9.98E-01
19749,9.12E-01
19750,6.72E-01
19751,8.08E-02
19752,3.44E-04
19753,3.65E-01
19754,9.61E-01
19755,1.00E-02
19756,9.98E-01
19757,3.14E-03
19758,9.93E-01
19759,9.77E-01
19760,9.92E-01
19761,6.68E-03
19762,9.99E-01
19763,1.28E-02
19764,9.98E-01
19765,8.24E-01
19766,9.99E-01
19767,8.55E-03
19768,8.78E-01
19769,1.06E-02
19770,9.99E-01
19771,1.92E-02
19772,4.86E-01
19773,1.08E-03
19774,9.97E-01
19775,3.05E-01
19776,9.95E-01
19777,6.24E-01
19778,2.78E-01
19779,9.99E-01
19780,9.99E-01
19781,9.91E-01
19782,9.94E-01
19783,1.45E-02
19784,3.65E-03
19785,9.88E-01
19786,1.08E-01
19787,9.99E-01
19788,2.59E-03
19789,8.74E-01
19790,3.83E-01
19791,9.83E-01
19792,8.47E-01
19793,1.00E+00
19794,9.98E-01
19795,9.59E-01
19796,4.72E-02
19797,9.86E-01
19798,8.94E-01
19799,9.94E-01
19800,9.81E-01
19801,8.41E-01
19802,9.64E-01
19803,9.56E-01
19804,7.65E-01
19805,9.95E-01
19806,9.86E-01
19807,7.22E-01
19808,8.42E-01
19809,8.88E-02
19810,6.94E-01
19811,4.42E-02
19812,2.04E-01
19813,1.70E-02
19814,9.38E-01
19815,9.99E-01
19816,3.09E-01
19817,9.98E-01
19818,1.87E-01
19819,9.99E-01
19820,9.50E-01
19821,9.16E-01
19822,9.97E-01
19823,2.65E-03
19824,6.73E-02
19825,2.29E-02
19826,9.94E-01
19827,9.85E-01
19828,3.05E-01
19829,8.91E-01
19830,9.98E-01
19831,8.31E-01
19832,9.97E-01
19833,4.25E-02
19834,1.00E-01
19835,9.93E-01
19836,9.90E-01
19837,5.57E-01
19838,7.83E-01
19839,8.64E-01
19840,3.37E-02
19841,9.92E-01
19842,9.94E-01
19843,9.91E-01
19844,1.07E-02
19845,9.99E-01
19846,3.97E-02
19847,8.26E-01
19848,9.99E-01
19849,6.91E-01
19850,2.21E-01
19851,4.97E-02
19852,8.91E-01
19853,9.93E-01
19854,9.97E-01
19855,9.82E-01
19856,1.40E-01
19857,9.90E-01
19858,7.40E-01
19859,3.65E-01
19860,9.91E-01
19861,1.22E-02
19862,5.65E-03
19863,2.67E-01
19864,3.99E-01
19865,9.43E-01
19866,9.83E-01
19867,9.16E-01
19868,9.21E-01
19869,9.93E-01
19870,7.39E-01
19871,2.76E-01
19872,9.99E-01
19873,9.99E-01
19874,9.87E-01
19875,9.71E-01
19876,2.14E-01
19877,2.75E-01
19878,9.99E-01
19879,9.92E-01
19880,9.98E-01
19881,8.19E-02
19882,9.98E-01
19883,9.98E-01
19884,8.55E-01
19885,8.70E-01
19886,9.38E-01
19887,9.97E-01
19888,9.68E-01
19889,9.68E-01
19890,1.78E-02
19891,9.95E-01
19892,9.79E-01
19893,9.67E-01
19894,9.61E-01
19895,9.49E-01
19896,9.12E-01
19897,8.81E-03
19898,7.07E-01
19899,9.67E-01
19900,6.36E-01
19901,9.99E-01
19902,4.84E-01
19903,9.85E-01
19904,9.95E-01
19905,9.99E-01
19906,9.59E-01
19907,9.26E-01
19908,8.09E-01
19909,9.89E-01
19910,3.87E-01
19911,9.99E-01
19912,5.48E-02
19913,9.98E-01
19914,9.67E-01
19915,9.64E-01
19916,7.91E-01
19917,9.54E-01
19918,4.53E-02
19919,9.99E-01
19920,9.98E-01
19921,9.98E-01
19922,9.98E-01
19923,8.86E-03
19924,9.98E-01
19925,9.96E-01
19926,9.98E-01
19927,9.86E-01
19928,9.82E-01
19929,9.85E-01
19930,9.94E-01
19931,9.93E-01
19932,9.34E-01
19933,9.74E-01
19934,9.84E-01
19935,9.99E-01
19936,2.06E-02
19937,5.23E-01
19938,5.83E-01
19939,6.10E-01
19940,9.98E-01
19941,9.94E-01
19942,5.04E-01
19943,9.79E-01
19944,1.52E-02
19945,2.57E-01
19946,9.95E-01
19947,9.69E-01
19948,3.47E-02
19949,8.93E-01
19950,5.80E-01
19951,9.56E-01
19952,6.86E-01
19953,9.40E-01
19954,9.99E-01
19955,8.83E-01
19956,9.80E-01
19957,9.66E-01
19958,9.97E-01
19959,2.29E-02
19960,9.97E-01
19961,9.89E-01
19962,5.38E-01
19963,9.97E-01
19964,9.79E-01
19965,1.64E-01
19966,9.93E-01
19967,3.46E-02
19968,5.32E-01
19969,9.79E-01
19970,9.15E-01
19971,9.99E-01
19972,7.31E-01
19973,9.98E-01
19974,3.10E-01
19975,9.77E-01
19976,9.32E-01
19977,9.67E-01
19978,6.58E-02
19979,9.83E-01
19980,6.62E-01
19981,7.55E-01
19982,9.96E-01
19983,8.32E-01
19984,9.95E-01
19985,7.49E-01
19986,1.81E-01
19987,9.90E-01
19988,9.99E-01
19989,9.95E-01
19990,9.11E-01
19991,9.97E-01
19992,9.95E-01
19993,9.98E-01
19994,9.99E-01
19995,5.37E-03
19996,9.43E-01
19997,8.78E-01
19998,1.55E-02
19999,9.88E-01
20000,1.33E-01
20001,9.99E-01
20002,8.83E-01
20003,1.21E-02
20004,7.94E-01
20005,9.99E-01
20006,8.55E-01
20007,9.98E-01
20008,3.95E-01
20009,8.16E-02
20010,2.17E-01
20011,1.32E-01
20012,9.97E-01
20013,8.48E-01
20014,9.98E-01
20015,9.31E-01
20016,1.92E-01
20017,8.41E-01
20018,9.94E-01
20019,9.26E-01
20020,4.37E-01
20021,7.88E-01
20022,9.93E-01
20023,3.50E-02
20024,8.20E-03
20025,9.91E-01
20026,9.91E-01
20027,4.42E-02
20028,9.94E-01
20029,9.94E-01
20030,9.98E-01
20031,9.83E-01
20032,9.97E-01
20033,9.54E-01
20034,9.74E-01
20035,9.73E-01
20036,9.91E-01
20037,9.96E-01
20038,3.20E-02
20039,1.46E-01
20040,9.93E-01
20041,9.99E-01
20042,8.81E-01
20043,8.92E-03
20044,1.41E-01
20045,9.60E-01
20046,9.68E-01
20047,9.17E-01
20048,9.96E-01
20049,1.06E-01
20050,8.97E-01
20051,8.91E-01
20052,1.98E-01
20053,9.50E-01
20054,8.39E-01
20055,9.98E-01
20056,4.19E-01
20057,9.85E-01
20058,9.02E-01
20059,1.06E-01
20060,1.74E-03
20061,9.94E-01
20062,9.95E-01
20063,8.98E-01
20064,9.80E-01
20065,2.11E-01
20066,9.00E-01
20067,9.17E-01
20068,9.65E-02
20069,9.42E-01
20070,9.60E-01
20071,2.37E-02
20072,9.92E-01
20073,9.77E-01
20074,9.88E-01
20075,9.96E-01
20076,9.66E-01
20077,9.94E-01
20078,9.45E-01
20079,3.18E-03
20080,8.35E-01
20081,1.85E-02
20082,9.94E-01
20083,9.66E-01
20084,6.91E-02
20085,8.32E-01
20086,9.98E-01
20087,9.96E-01
20088,6.42E-02
20089,9.74E-01
20090,5.57E-03
20091,1.12E-01
20092,5.99E-01
20093,9.35E-01
20094,1.97E-03
20095,8.59E-01
20096,1.41E-01
20097,8.61E-02
20098,9.96E-01
20099,4.25E-03
20100,2.60E-02
20101,9.74E-01
20102,9.72E-04
20103,1.64E-02
20104,1.00E+00
20105,6.75E-03
20106,2.02E-02
20107,9.94E-01
20108,9.95E-01
20109,1.12E-01
20110,4.65E-01
20111,8.93E-03
20112,7.33E-02
20113,8.49E-02
20114,3.26E-03
20115,1.44E-02
20116,7.03E-03
20117,6.95E-01
20118,9.50E-03
20119,2.34E-03
20120,1.42E-02
20121,9.61E-02
20122,3.99E-01
20123,8.80E-04
20124,3.95E-02
20125,8.83E-03
20126,8.77E-04
20127,9.32E-03
20128,2.14E-03
20129,2.35E-03
20130,1.69E-03
20131,1.94E-02
20132,2.99E-02
20133,1.67E-02
20134,7.89E-02
20135,1.88E-01
20136,1.23E-02
20137,2.23E-03
20138,3.49E-03
20139,9.52E-03
20140,2.20E-02
20141,3.37E-03
20142,6.01E-02
20143,1.28E-01
20144,7.92E-04
20145,2.79E-03
20146,8.76E-01
20147,7.67E-01
20148,3.32E-02
20149,2.25E-02
20150,3.42E-02
20151,5.22E-02
20152,2.34E-01
20153,1.35E-02
20154,9.77E-04
20155,3.06E-03
20156,2.64E-03
20157,1.32E-02
20158,1.08E-03
20159,2.86E-03
20160,2.75E-03
20161,1.06E-03
20162,2.31E-01
20163,9.30E-03
20164,2.16E-02
20165,2.84E-03
20166,3.11E-03
20167,1.38E-02
20168,5.81E-03
20169,4.66E-01
20170,1.95E-03
20171,9.24E-03
20172,2.88E-03
20173,7.96E-03
20174,3.53E-03
20175,1.37E-02
20176,2.03E-03
20177,3.57E-03
20178,4.18E-03
20179,2.28E-02
20180,6.13E-03
20181,2.17E-02
20182,2.38E-03
20183,5.39E-03
20184,8.30E-03
20185,5.01E-03
20186,1.52E-02
20187,8.29E-01
20188,3.13E-01
20189,1.07E-01
20190,1.14E-02
20191,4.50E-03
20192,1.37E-03
20193,3.31E-03
20194,1.29E-02
20195,8.53E-03
20196,1.52E-03
20197,7.02E-03
20198,3.48E-03
20199,2.86E-03
20200,1.30E-03
20201,9.92E-02
20202,3.16E-03
20203,2.11E-02
20204,2.21E-03
20205,1.96E-02
20206,7.60E-03
20207,5.73E-02
20208,1.67E-03
20209,7.73E-02
20210,7.17E-02
20211,3.68E-04
20212,1.99E-03
20213,1.26E-03
20214,4.15E-03
20215,1.07E-03
20216,1.13E-03
20217,7.15E-03
20218,1.55E-02
20219,7.35E-03
20220,7.55E-02
20221,2.67E-03
20222,5.33E-03
20223,9.23E-03
20224,4.88E-03
20225,1.73E-02
20226,1.48E-03
20227,1.64E-02
20228,2.29E-02
20229,1.25E-01
20230,9.56E-03
20231,7.57E-02
20232,2.66E-03
20233,2.98E-01
20234,1.17E-02
20235,4.84E-03
20236,7.10E-03
20237,2.59E-02
20238,1.56E-03
20239,1.29E-03
20240,3.54E-01
20241,1.33E-03
20242,1.08E-02
20243,1.98E-03
20244,3.55E-04
20245,1.68E-03
20246,2.02E-03
20247,2.06E-02
20248,2.83E-01
20249,8.71E-04
20250,1.29E-02
20251,7.97E-02
20252,3.32E-03
20253,3.19E-02
20254,3.70E-03
20255,9.53E-03
20256,1.83E-02
20257,4.67E-01
20258,5.44E-03
20259,1.26E-02
20260,5.03E-04
20261,1.66E-03
20262,1.24E-02
20263,2.84E-03
20264,2.52E-02
20265,7.66E-02
20266,1.07E-03
20267,8.74E-04
20268,8.08E-03
20269,7.62E-02
20270,4.21E-03
20271,2.34E-03
20272,6.86E-03
20273,1.23E-02
20274,7.12E-04
20275,9.43E-02
20276,8.21E-01
20277,4.04E-03
20278,3.55E-03
20279,3.50E-03
20280,2.39E-03
20281,1.65E-03
20282,2.53E-02
20283,6.39E-03
20284,4.04E-01
20285,2.01E-02
20286,9.26E-04
20287,4.09E-03
20288,1.01E-01
20289,1.24E-02
20290,6.00E-01
20291,1.14E-03
20292,2.29E-02
20293,5.79E-03
20294,5.53E-02
20295,2.57E-01
20296,2.95E-02
20297,2.37E-03
20298,1.65E-03
20299,7.15E-01
20300,9.01E-04
20301,9.41E-01
20302,2.83E-02
20303,1.90E-03
20304,5.37E-04
20305,1.94E-03
20306,4.30E-03
20307,5.82E-01
20308,1.98E-03
20309,5.49E-03
20310,1.98E-03
20311,1.32E-02
20312,5.02E-03
20313,6.21E-03
20314,1.45E-01
20315,3.24E-02
20316,1.06E-03
20317,4.30E-02
20318,2.57E-02
20319,6.23E-03
20320,6.34E-03
20321,9.41E-03
20322,9.98E-01
20323,1.24E-03
20324,1.03E-03
20325,1.90E-01
20326,4.42E-03
20327,9.84E-04
20328,1.76E-02
20329,2.64E-02
20330,2.24E-02
20331,1.22E-03
20332,4.80E-03
20333,6.31E-03
20334,1.89E-03
20335,5.77E-03
20336,6.21E-01
20337,2.72E-02
20338,1.11E-02
20339,1.73E-03
20340,6.78E-03
20341,4.35E-02
20342,5.01E-03
20343,8.71E-01
20344,8.94E-04
20345,8.80E-02
20346,3.77E-03
20347,9.89E-01
20348,8.60E-03
20349,3.87E-02
20350,1.87E-03
20351,1.59E-02
20352,2.20E-03
20353,7.29E-03
20354,3.78E-02
20355,2.62E-02
20356,2.79E-02
20357,1.14E-03
20358,3.26E-03
20359,1.57E-02
20360,1.57E-01
20361,1.27E-02
20362,2.74E-03
20363,5.24E-01
20364,4.33E-03
20365,9.81E-02
20366,4.67E-03
20367,1.10E-03
20368,9.72E-03
20369,1.85E-02
20370,2.85E-02
20371,1.72E-02
20372,1.37E-02
20373,4.83E-02
20374,2.54E-01
20375,8.46E-02
20376,8.42E-02
20377,6.15E-02
20378,9.67E-03
20379,2.93E-03
20380,5.19E-04
20381,2.61E-03
20382,3.67E-02
20383,6.66E-03
20384,2.90E-03
20385,1.37E-02
20386,9.98E-01
20387,1.30E-03
20388,5.27E-03
